,avgDifficulty,avgRating,department,firstName,id,lastName,legacyId,numRatings,wouldTakeAgainPercent,schoolId,schoolName
0,3.3,4.5,Law,Federico,VGVhY2hlci04MjQzODM=,Varese,824383,6,100.0,U2Nob29sLTEyNTAy,Oxford University
1,0.0,0.0,Education,Chris,VGVhY2hlci04MjY1ODk=,Davies,826589,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
2,4.3,4.0,Geography,Barbara,VGVhY2hlci04MzI0Mjk=,Kennedy,832429,3,100.0,U2Nob29sLTEyNTAy,Oxford University
3,2.5,4.5,Mathematics,David,VGVhY2hlci04NTUxMjU=,Stirzaker,855125,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
4,4.0,3.8,Physics,Julia,VGVhY2hlci04NTc2ODU=,Yeomans,857685,4,100.0,U2Nob29sLTEyNTAy,Oxford University
5,4.4,2.8,Engineering,Basil,VGVhY2hlci04NjcxNTM=,Kouvaritakis,867153,17,-1.0,U2Nob29sLTEyNTAy,Oxford University
6,5.0,1.0,Physics,Jonathon,VGVhY2hlci04ODk3MzE=,Hodby,889731,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
7,3.0,4.3,Mathematics,Jonathan,VGVhY2hlci05MTE0MzQ=,Marchini,911434,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
8,0.0,0.0,Economics,Nick,VGVhY2hlci05NDcyMjI=,Horsewook,947222,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
9,0.0,0.0,Women,L. Alexandra,VGVhY2hlci05NjM1NjI=,Harris,963562,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
10,0.0,0.0,English,Sally,VGVhY2hlci05NjgzOTg=,Mapstone,968398,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
11,4.5,3.5,Mathematics,Gesin,VGVhY2hlci05NzE1Mzg=,Reinert,971538,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
12,5.0,5.0,Engineering,Yasin,VGVhY2hlci05ODI4NzY=,Bostanci,982876,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
13,3.5,2.5,Political Science,David,VGVhY2hlci05OTQzMzI=,Merrill,994332,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
14,0.0,0.0,Biology,Oliver,VGVhY2hlci0xMDAwMzQy,Pybus,1000342,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
15,3.7,4.2,Biology,Graham,VGVhY2hlci0xMDAwMzQz,Taylor,1000343,3,-1.0,U2Nob29sLTEyNTAy,Oxford University
16,0.0,0.0,Psychology,Christopher,VGVhY2hlci0xMDA4MDM3,Green,1008037,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
17,0.0,0.0,Biology,Robin,VGVhY2hlci0xMDA5ODky,McCleery,1009892,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
18,0.0,0.0,Business,Steve,VGVhY2hlci0xMDM5NDE5,New,1039419,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
19,5.0,2.7,Archaeology,Rick,VGVhY2hlci0xMDQwNzE2,Schulting,1040716,3,50.0,U2Nob29sLTEyNTAy,Oxford University
20,0.0,0.0,Economics,Adrian,VGVhY2hlci0xMDU3NTM3,Wood,1057537,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
21,4.4,4.0,English,Ralph,VGVhY2hlci0xMDkzMTIy,Hanna,1093122,8,100.0,U2Nob29sLTEyNTAy,Oxford University
22,0.0,0.0,Law,Jansen,VGVhY2hlci0xMTA0NDU0,Calamita,1104454,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
23,0.0,0.0,English,Nick,VGVhY2hlci0xMTEwMjMy,Shrimpton,1110232,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
24,3.3,4.2,English,Vincent,VGVhY2hlci0xMTE2NDcw,Gillespie,1116470,3,-1.0,U2Nob29sLTEyNTAy,Oxford University
25,0.0,0.0,Classics,Victoria,VGVhY2hlci0xMTY3MTk1,Moul,1167195,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
26,4.5,2.5,Biology,Jane,VGVhY2hlci0xMTc0MTU2,Langdale,1174156,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
27,1.0,5.0,Languages,Michael,VGVhY2hlci0xMTc2MjA3,Abecassis,1176207,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
28,0.0,0.0,Languages,Tim,VGVhY2hlci0xMTc2MjA4,Farrant,1176208,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
29,0.0,0.0,Languages,Christina,VGVhY2hlci0xMTc2MjA5,Howells,1176209,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
30,0.0,0.0,Philosophy,Michael,VGVhY2hlci0xMTc2MjEy,Inwood,1176212,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
31,0.0,0.0,Philosophy,Timothy,VGVhY2hlci0xMTc2MjEz,Bayne,1176213,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
32,0.0,0.0,Philosophy,Roger,VGVhY2hlci0xMTc2MjE1,Crisp,1176215,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
33,3.8,4.3,Languages,Ben,VGVhY2hlci0xMTc2MzU4,Morgan,1176358,4,100.0,U2Nob29sLTEyNTAy,Oxford University
34,4.0,5.0,Biochemistry,Anthony,VGVhY2hlci0xMTc4MTEw,Watts,1178110,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
35,0.0,0.0,Biochemistry,Mark,VGVhY2hlci0xMjA1NTQz,Wormald,1205543,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
36,3.0,3.5,Philosophy,Peter,VGVhY2hlci0xMjU3OTg5,King,1257989,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
37,3.0,4.5,Philosophy,Naci,VGVhY2hlci0xMjU3OTkw,Mehmet,1257990,4,100.0,U2Nob29sLTEyNTAy,Oxford University
38,0.0,0.0,Philosophy,Gabriel,VGVhY2hlci0xMjU3OTkx,Uzquiano-Cruz,1257991,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
39,0.0,0.0,Philosophy,Edward,VGVhY2hlci0xMjU3OTky,Harcourt,1257992,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
40,3.5,4.8,History,Karl,VGVhY2hlci0xMjYyODk2,Gerth,1262896,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
41,2.5,4.0,Economics,Sudhir,VGVhY2hlci0xMjc2MzY0,Anand,1276364,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
42,3.3,3.2,Economics,Martin,VGVhY2hlci0xMjc2MzY4,Ellison,1276368,3,-1.0,U2Nob29sLTEyNTAy,Oxford University
43,3.0,3.0,Economics,Kevin,VGVhY2hlci0xMzAxNDU5,Roberts,1301459,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
44,2.0,2.0,Economics,Paul,VGVhY2hlci0xMzAxNDYy,Klemperer,1301462,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
45,4.0,3.5,Economics,Simon,VGVhY2hlci0xMzAxNDYz,Wren-Lewis,1301463,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
46,3.0,4.0,Economics,Victoria,VGVhY2hlci0xMzAxNDY1,Prowse,1301465,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
47,1.0,5.0,Economics,Stephen,VGVhY2hlci0xMzAxNDY3,Bond,1301467,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
48,2.0,5.0,Economics,Margaret,VGVhY2hlci0xMzAxNDY5,Meyer,1301469,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
49,2.0,3.0,Economics,David,VGVhY2hlci0xMzAxNDcz,Myatt,1301473,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
50,0.0,0.0,Economics,Andrew,VGVhY2hlci0xMzAxOTIz,Patton,1301923,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
51,3.0,5.0,Medicine,Christopher,VGVhY2hlci0xMzA4MTUx,Bulstrode,1308151,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
52,0.0,0.0,Law,James,VGVhY2hlci0xMzI4MDU0,Edelman,1328054,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
53,0.0,0.0,Political Science,Sara,VGVhY2hlci0xMzI5NzEy,Hobolt,1329712,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
54,0.0,0.0,Political Science,Shahira,VGVhY2hlci0xMzUwOTY5,Samy,1350969,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
55,5.0,5.0,Business,Shawn,VGVhY2hlci0xMzYzMDQx,Carraher,1363041,14,100.0,U2Nob29sLTEyNTAy,Oxford University
56,1.0,5.0,Physics,Daniel,VGVhY2hlci0xMzcwNDYw,Faraday,1370460,1,100.0,U2Nob29sLTEyNTAy,Oxford University
57,4.0,5.0,Economics,Bent,VGVhY2hlci0xNDA2Mjg2,Flyvbjerg,1406286,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
58,2.0,3.9,Classics,Angus,VGVhY2hlci0xNDE0NzMx,Bowie,1414731,4,-1.0,U2Nob29sLTEyNTAy,Oxford University
59,0.0,0.0,Music,Robert,VGVhY2hlci0xNDE4MTMy,Saxton,1418132,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
60,0.0,0.0,Law,Stefan,VGVhY2hlci0xNDY1NDMw,Talmon,1465430,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
61,0.0,0.0,Mathematics,Eamonn,VGVhY2hlci0xNDY3Mzkx,Gaffney,1467391,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
62,3.0,1.5,Marketing,Doug,VGVhY2hlci0xNDczMzky,Holt,1473392,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
63,4.5,4.5,Philosophy,Edward,VGVhY2hlci0xNDc3NDE2,Kanterian,1477416,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
64,0.0,0.0,Business,Tim,VGVhY2hlci0xNDgxOTAx,Jenkinson,1481901,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
65,0.0,0.0,Business,Flyvbjerg,VGVhY2hlci0xNTM1ODky,Bent,1535892,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
66,0.0,0.0,Law,Sanja,VGVhY2hlci0xNTM3MTIz,Bogojevic,1537123,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
67,0.0,0.0,Languages,Kate,VGVhY2hlci0xNTQyMDYz,Tunstall,1542063,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
68,0.0,0.0,Anthropology,David,VGVhY2hlci0xNTUzNjk3,Pratten,1553697,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
69,0.0,0.0,Classics,Felix,VGVhY2hlci0xNTYxOTk1,Budelmann,1561995,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
70,0.0,0.0,Classics,Alfonso,VGVhY2hlci0xNTYxOTk4,Moreno,1561998,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
71,0.0,0.0,Classics,Ralph,VGVhY2hlci0xNTYyMDA5,Walker,1562009,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
72,0.0,0.0,Classics,Oliver,VGVhY2hlci0xNTYyMjI4,Taplin,1562228,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
73,0.0,0.0,Classics,Robert,VGVhY2hlci0xNTYyMjMy,Parker,1562232,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
74,0.0,0.0,Classics,Simon,VGVhY2hlci0xNTYyMjMz,Hornblower,1562233,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
75,0.0,0.0,Philosophy,Bill,VGVhY2hlci0xNTYyMjM1,Child,1562235,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
76,0.0,0.0,Classics,Barnaby,VGVhY2hlci0xNTYyMjM3,Taylor,1562237,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
77,0.0,0.0,Classics,Robin,VGVhY2hlci0xNTYyMjM4,Lane Fox,1562238,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
78,3.5,5.0,Classics,Jane,VGVhY2hlci0xNTYyMjQw,Lightfoot,1562240,2,100.0,U2Nob29sLTEyNTAy,Oxford University
79,0.0,0.0,Classics,Martin,VGVhY2hlci0xNTYyMjQx,West,1562241,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
80,0.0,0.0,Classics,Christopher,VGVhY2hlci0xNTYyMjQz,Pelling,1562243,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
81,4.0,4.5,Classics,Lesley,VGVhY2hlci0xNTYyMjQ0,Brown,1562244,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
82,0.0,0.0,Philosophy,Terry,VGVhY2hlci0xNTYyMjQ2,Irwin,1562246,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
83,0.0,0.0,Classics,Malcolm,VGVhY2hlci0xNTYzNTc0,Davies,1563574,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
84,0.0,0.0,Classics,Andrew,VGVhY2hlci0xNTYzNTc5,Hobson,1563579,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
85,3.0,4.5,History,Lyndal,VGVhY2hlci0xNTYzNjkx,Roper,1563691,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
86,2.5,4.0,English,Elleke,VGVhY2hlci0xNTk1NTM2,Boehmer,1595536,2,100.0,U2Nob29sLTEyNTAy,Oxford University
87,0.0,0.0,English,Michael,VGVhY2hlci0xNTk2NDgw,Whitworth,1596480,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
88,1.0,2.0,English,Kathryn,VGVhY2hlci0xNTk2NDgx,Sutherland,1596481,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
89,1.0,5.0,Philosophy,Thomas,VGVhY2hlci0xNjAwNDEw,Ainsworth,1600410,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
90,4.0,5.0,Biology,Mark,VGVhY2hlci0xNjU5NzE4,Fricker,1659718,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
91,1.0,3.0,Classics,Andrew,VGVhY2hlci0xNjY1MzM2,Sillett,1665336,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
92,3.0,3.5,Humanities,Jim,VGVhY2hlci0xNjc3MTUz,Reeves,1677153,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
93,4.0,5.0,Religion,Philip,VGVhY2hlci0xNjgzNTIx,Lindholm,1683521,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
94,5.0,2.5,Music,Jonathan,VGVhY2hlci0xNjg3NjQz,Cross,1687643,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
95,3.0,3.5,Music,David,VGVhY2hlci0xNjg3NjQ0,Maw,1687644,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
96,4.0,3.5,Music,Carina,VGVhY2hlci0xNjg3NjQ1,Venter,1687645,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
97,3.0,2.0,Music,Benjamin,VGVhY2hlci0xNjg3NjQ2,Winters,1687646,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
98,2.0,5.0,Law,Margaret,VGVhY2hlci0xNzEyNDM1,Bedggood,1712435,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
99,4.0,4.5,Law,Adrian,VGVhY2hlci0xNzE0NDIy,Briggs,1714422,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
100,0.0,0.0,Social Work,Paola,VGVhY2hlci0xNzI2ODcz,Mattei,1726873,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
101,0.0,0.0,Religion,Michael,VGVhY2hlci0xNzMyNDYx,Demkovich,1732461,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
102,0.0,0.0,Classics,Bryan,VGVhY2hlci0xNzQzODYz,Hainsworth,1743863,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
103,4.0,5.0,Business,David,VGVhY2hlci0xNzQ3NDM3,Upton,1747437,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
104,0.0,0.0,Music,Georgina,VGVhY2hlci0xNzcwNDk1,Born,1770495,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
105,4.0,4.5,English,Susan,VGVhY2hlci0xODAwOTA0,Barbour,1800904,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
106,0.0,0.0,Science,Stuart,VGVhY2hlci0xODAyMTA3,Ferguson,1802107,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
107,0.0,0.0,Psychology,Sylvia,VGVhY2hlci0xODExMDEz,Terbeck,1811013,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
108,1.0,5.0,Law,James,VGVhY2hlci0xODI0MzEx,Goudkamp,1824311,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
109,2.0,5.0,Management,Sharam,VGVhY2hlci0xODc0MTMz,Kohan,1874133,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
110,4.0,2.0,Engineering,Michael,VGVhY2hlci0xOTA1NTg3,Chappell,1905587,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
111,5.0,1.0,Engineering,Alison,VGVhY2hlci0xOTA2MTI1,Noble,1906125,2,-1.0,U2Nob29sLTEyNTAy,Oxford University
112,2.0,4.5,Mathematics,Michael,VGVhY2hlci0xOTE1NjU3,Giles,1915657,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
113,0.0,0.0,Engineering,Zhanfeng,VGVhY2hlci0xOTI5OTc3,Cui,1929977,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
114,0.0,0.0,Law,Alan,VGVhY2hlci0xOTY1NDc1,Bogg,1965475,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
115,4.0,5.0,English,Daniel,VGVhY2hlci0xOTgyOTc4,Wakelin,1982978,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
116,1.0,4.5,English,Sophie,VGVhY2hlci0xOTg0MzY5,Ratcliffe,1984369,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
117,0.0,0.0,Chemistry,Mark,VGVhY2hlci0yMDA2NzQw,Moloney,2006740,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
118,4.0,5.0,English,Mishtooni,VGVhY2hlci0yMDE3MTA3,Bose,2017107,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
119,2.5,5.0,Business,Daniel,VGVhY2hlci0yMDI2NDky,Valentine,2026492,2,100.0,U2Nob29sLTEyNTAy,Oxford University
120,3.7,3.7,Political Science,Harry,VGVhY2hlci0yMDcyMzU1,Verhoeven,2072355,3,66.6667,U2Nob29sLTEyNTAy,Oxford University
121,1.0,5.0,Education,Ernesto,VGVhY2hlci0yMDk3NTQy,Macaro,2097542,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
122,1.0,5.0,Education,Victoria,VGVhY2hlci0yMDk3NTUx,Murphy,2097551,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
123,5.0,3.0,Education,Catherine,VGVhY2hlci0yMDk3NTU1,Walter,2097555,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
124,2.0,1.5,Education,Xin,VGVhY2hlci0yMDk3NTYw,Wang,2097560,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
125,1.0,5.0,Education,Steve,VGVhY2hlci0yMDk3NTcy,Strand,2097572,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
126,1.0,5.0,Education,Julie,VGVhY2hlci0yMDk3NTgw,Dearden,2097580,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
127,1.0,4.5,Education,James,VGVhY2hlci0yMDk3NTg1,Hall,2097585,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
128,2.0,5.0,Education,Jessica,VGVhY2hlci0yMDk3NTg3,Briggs,2097587,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
129,2.0,4.0,Education,Daniel,VGVhY2hlci0yMDk3NTg4,Fung,2097588,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
130,5.0,4.5,Education,Robert,VGVhY2hlci0yMDk3NTkx,Vanderplank,2097591,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
131,2.0,4.0,Education,Kathy,VGVhY2hlci0yMDk3NTk0,Sylva,2097594,1,-1.0,U2Nob29sLTEyNTAy,Oxford University
132,0.0,0.0,Chemistry,Ben,VGVhY2hlci0yMTAwODY1,Davis,2100865,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
133,0.0,0.0,Economics,George,VGVhY2hlci0yMTAxNjIy,Bitsakakis,2101622,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
134,0.0,0.0,Business,Joe,VGVhY2hlci0yMTE2Mzgy,Shapiro,2116382,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
135,0.0,0.0,Law,Sarah,VGVhY2hlci0yMTMyNTky,Green,2132592,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
136,0.0,0.0,Engineering,David,VGVhY2hlci0yMTQxMjM1,Clifton,2141235,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
137,0.0,0.0,Engineering,Vincente,VGVhY2hlci0yMTQxMjM2,Grau,2141236,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
138,0.0,0.0,Education,Maria,VGVhY2hlci0yMTYwMjU0,Evangelou,2160254,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
139,4.0,2.0,Humanities,Kolin,VGVhY2hlci0yMjE5NzM4,Goncalves,2219738,1,0.0,U2Nob29sLTEyNTAy,Oxford University
140,0.0,0.0,Languages,Adriana,VGVhY2hlci0yMjY4NTQ5,Bontea,2268549,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
141,4.0,2.0,Languages,Marie - Chantall,VGVhY2hlci0yMjY4NTU0,Killen,2268554,1,100.0,U2Nob29sLTEyNTAy,Oxford University
142,3.0,5.0,Languages,Henrike,VGVhY2hlci0yMjY4NTU1,Lähnemann,2268555,1,100.0,U2Nob29sLTEyNTAy,Oxford University
143,0.0,0.0,Literature,Kieron,VGVhY2hlci0yMjcxMDY0,Winn,2271064,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
144,0.0,0.0,Anthropology,Santhy,VGVhY2hlci0yMjc1MDU3,Balachandran,2275057,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
145,3.8,4.5,History,Harold,VGVhY2hlci0yMjc2NDQ2,Carter,2276446,12,91.6667,U2Nob29sLTEyNTAy,Oxford University
146,4.0,5.0,Law,Andrew,VGVhY2hlci0yMjc5MTI5,Dickinson,2279129,2,100.0,U2Nob29sLTEyNTAy,Oxford University
147,4.0,5.0,Computer Science,Peet,VGVhY2hlci0yMjg0MTQ2,Morris,2284146,1,100.0,U2Nob29sLTEyNTAy,Oxford University
148,0.0,0.0,Chemistry,Hagan,VGVhY2hlci0yMjk0NDY4,Bayley,2294468,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
149,2.0,5.0,Engineering,David,VGVhY2hlci0yMzIzNDQ5,Wallom,2323449,1,100.0,U2Nob29sLTEyNTAy,Oxford University
150,0.0,0.0,Medicine,Siôn,VGVhY2hlci0yMzM3MDMy,Glyn-Jones,2337032,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
151,0.0,0.0,Music,Jeremy,VGVhY2hlci0yMzM5NTY5,Llewellyn,2339569,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
152,3.0,5.0,Engineering,Stephen,VGVhY2hlci0yMzUzMTc2,Roberts,2353176,1,100.0,U2Nob29sLTEyNTAy,Oxford University
153,0.0,0.0,History,Kathryn,VGVhY2hlci0yMzc2Njg1,Gleadle,2376685,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
154,1.0,1.0,Economics,Jurgen,VGVhY2hlci0yMzg0MjU5,Doornik,2384259,1,0.0,U2Nob29sLTEyNTAy,Oxford University
155,0.0,0.0,Finance,Austin,VGVhY2hlci0yMzg5NDg0,Gerig,2389484,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
156,0.0,0.0,Health Science,Paul,VGVhY2hlci0yMzk2Njgw,Bowness,2396680,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
157,1.0,1.0,Literature,Dominic,VGVhY2hlci0yNDA2MDUw,Brookshaw,2406050,1,0.0,U2Nob29sLTEyNTAy,Oxford University
158,0.0,0.0,Geology,Tarje,VGVhY2hlci0yNDA4NTY5,Nissen-Meyer,2408569,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
159,3.0,3.0,Physics,Moritz,VGVhY2hlci0yNDE4NzEy,Reide,2418712,1,0.0,U2Nob29sLTEyNTAy,Oxford University
160,4.0,3.0,Physics,Katherine,VGVhY2hlci0yNDE4NzE1,Blundell,2418715,1,0.0,U2Nob29sLTEyNTAy,Oxford University
161,2.5,5.0,Physics,Andre,VGVhY2hlci0yNDE4NzE3,Lukas,2418717,2,100.0,U2Nob29sLTEyNTAy,Oxford University
162,0.0,0.0,Computer Science,Niki,VGVhY2hlci0yNDI0Mjc4,Trigoni,2424278,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
163,0.0,0.0,Computer Science,Jeremy,VGVhY2hlci0yNDI0Mjg2,Gibbons,2424286,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
164,0.0,0.0,Computer Science,Neil,VGVhY2hlci0yNDU0NTgy,Caithness,2454582,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
165,0.0,0.0,English,Michele,VGVhY2hlci0yNDU1ODg2,Mendelssohn,2455886,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
166,0.0,0.0,Engineering,Rene,VGVhY2hlci0yNDU2MzA0,Banares-Alcantara,2456304,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
167,0.0,0.0,Mathematics,James,VGVhY2hlci0yNDY1MDU2,Grime,2465056,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
168,0.0,0.0,English,Peter,VGVhY2hlci0yNDY2NTA0,McDonald,2466504,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
169,4.0,5.0,English,Carolyne,VGVhY2hlci0yNDkyNDYw,Larrington,2492460,1,100.0,U2Nob29sLTEyNTAy,Oxford University
170,3.0,5.0,English,Patrick,VGVhY2hlci0yNDkyNDYy,Hayes,2492462,1,100.0,U2Nob29sLTEyNTAy,Oxford University
171,0.0,0.0,Classics,Gail,VGVhY2hlci0yNTMzOTM4,Trimble,2533938,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
172,2.0,1.0,Political Science,Todd,VGVhY2hlci0yNTM1NjEx,Hall,2535611,1,0.0,U2Nob29sLTEyNTAy,Oxford University
173,4.0,5.0,English,Sandie,VGVhY2hlci0yNTU0NjI2,Byrne,2554626,1,100.0,U2Nob29sLTEyNTAy,Oxford University
174,0.0,0.0,English,Ben,VGVhY2hlci0yNTU1MDUw,Westwood,2555050,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
175,0.0,0.0,Law,Sandra,VGVhY2hlci0yNTczOTAy,Wachter,2573902,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
176,0.0,0.0,History,Konishi,VGVhY2hlci0yNTc0NzE4,Sho,2574718,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
177,0.0,0.0,Anthropology,Anke,VGVhY2hlci0yNTgwNzk5,Hein,2580799,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
178,0.0,0.0,Computer Science,Ko Chung,VGVhY2hlci0yNTkxMDkx,Wong,2591091,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
179,0.0,0.0,Science,Nicole,VGVhY2hlci0yNjA2Mzc3,Grobert,2606377,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
180,0.0,0.0,Mathematics,Christoph,VGVhY2hlci0yNjA4NTg2,Reisinger,2608586,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
181,0.0,0.0,English,David,VGVhY2hlci0yNjI1Nzk2,Dwan,2625796,0,-1.0,U2Nob29sLTEyNTAy,Oxford University
